驗證Key,日期,最新時間,代號,名稱,股票型態,目前狀態,目前決策,結果分類,盤後驗證結果,驗證狀態,驗證時間,首次價格,驗證價格,目前報酬%,驗證報酬%,最高報酬%,最大回撤%,驗證最高報酬%,驗證最大回撤%,AI總分,風險分,左側低吸分,盤中資金分,漲停前兆分,即時入場分,左側試單價,防守停損,右側加碼價,追價上限,停損距離%,資料來源,同步來源,狀態歷程
2026-06-20_2105,2026-06-20,00:42:40,2105,正新,動能股 / 先看資金,⏳ 到價等確認,嚴格小量等待確認,追蹤中,盤中背景暫估,背景追蹤中,2026-06-20 00:42:40,29.65,29.65,0.0,0.0,0,0,0,0,50.0,30.0,65.0,54.3,0,46.8,29.65,29.21,30.40,30.18,1.48,上市成交金額排行,GitHub Actions background v2.15.4,⏳ 到價等確認
2026-06-20_2316,2026-06-20,00:42:40,2316,楠梓電,動能股 / 先看資金,🔴 接近漲停 / 不追,不可追,接近漲停/大漲,盤中背景暫估,背景追蹤中,2026-06-20 00:42:40,205.5,205.5,0.0,0.0,0,0,0,0,50.0,30.0,35.2,94.6,100,70.4,202.42,199.38,207.14,209.20,2.98,上市成交金額排行,GitHub Actions background v2.15.4,🔴 接近漲停 / 不追
2026-06-20_9904,2026-06-20,00:42:40,9904,寶成,動能股 / 先看資金,⏳ 到價等確認,嚴格小量等待確認,追蹤中,盤中背景暫估,背景追蹤中,2026-06-20 00:42:40,26.15,26.15,0.0,0.0,0,0,0,0,50.0,30.0,65.0,50.5,0,45.4,26.15,25.76,26.75,26.62,1.49,上市成交金額排行,GitHub Actions background v2.15.4,⏳ 到價等確認
2026-06-20_1402,2026-06-20,00:42:40,1402,遠東新,動能股 / 先看資金,⚪ 候選 / 觀察,觀察,追蹤中,盤中背景暫估,背景追蹤中,2026-06-20 00:42:40,28.85,28.85,0.0,0.0,0,0,0,0,50.0,30.0,64.7,55.7,1.4,47.4,28.75,28.32,29.30,29.37,1.84,上市成交金額排行,GitHub Actions background v2.15.4,⚪ 候選 / 觀察
2026-06-20_4967,2026-06-20,00:42:40,4967,十銓,動能股 / 先看資金,⚪ 候選 / 觀察,觀察,追蹤中,盤中背景暫估,背景追蹤中,2026-06-20 00:42:40,278.5,278.5,0.0,0.0,0,0,0,0,50.0,30.0,52.5,60.1,10.2,46.4,274.32,270.21,280.73,283.51,2.98,上市成交金額排行,GitHub Actions background v2.15.4,⚪ 候選 / 觀察
2026-06-20_2367,2026-06-20,00:42:40,2367,燿華,動能股 / 先看資金,⏳ 到價等確認,嚴格小量等待確認,追蹤中,盤中背景暫估,背景追蹤中,2026-06-20 00:42:40,61.3,61.3,0.0,0.0,0,0,0,0,50.0,30.0,65.0,47.3,0,44.3,61.20,60.28,62.50,62.40,1.66,上市成交金額排行,GitHub Actions background v2.15.4,⏳ 到價等確認
2026-06-20_2347,2026-06-20,00:42:40,2347,聯強,動能股 / 先看資金,⚪ 候選 / 觀察,觀察,追蹤中,盤中背景暫估,背景追蹤中,2026-06-20 00:42:40,93.4,93.4,0.0,0.0,0,0,0,0,50.0,30.0,62.8,59.3,8.6,49.5,92.30,90.92,95.00,95.08,2.66,上市成交金額排行,GitHub Actions background v2.15.4,⚪ 候選 / 觀察
2026-06-23_2313,2026-06-23,22:05:52,2313,華通,動能股 / 先看資金,⏳ 到價等確認,嚴格小量等待確認,弱勢/回撤,盤中背景暫估,背景追蹤中,2026-06-23 22:05:52,259.5,243.0,-6.36,-6.36,0,-6.36,0,-6.36,31.2,30.0,65.0,29.6,0,36.2,242.50,238.86,260.50,247.37,1.7,盤後AI候選,GitHub Actions background v2.15.4,⏳ 到價等確認
2026-06-23_2382,2026-06-23,22:05:52,2382,廣達,中大型資金股,⚪ 候選 / 觀察,觀察,追蹤中,盤中背景暫估,背景追蹤中,2026-06-23 22:05:52,376.0,372.5,-0.93,-0.93,1.06,-0.93,1.06,-0.93,50.0,30.0,55.0,47.1,0,40.7,368.00,362.48,381.00,379.20,2.69,備援池,GitHub Actions background v2.15.4,⏳ 到價等確認 → ⚪ 候選 / 觀察
2026-06-23_3441,2026-06-23,22:05:52,3441,聯一光,小型強攻 / 漲停前兆股,⏳ 到價等確認,嚴格小量等待確認,弱勢/回撤,盤中背景暫估,背景追蹤中,2026-06-23 22:05:52,92.3,82.1,-11.05,-11.05,0,-11.05,0,-11.05,50.0,30.0,65.0,34.2,0,39.7,81.80,80.57,86.60,83.58,1.86,備援池,GitHub Actions background v2.15.4,⏳ 到價等確認
2026-06-23_2330,2026-06-23,22:05:52,2330,台積電,中大型資金股,⏳ 到價等確認,嚴格小量等待確認,追蹤中,盤中背景暫估,背景追蹤中,2026-06-23 22:05:52,2410.0,2490.0,3.32,3.32,4.15,0,4.15,0,77.5,30.0,65.0,59.8,0,51.4,2490.00,2452.65,2535.00,2534.82,1.5,盤後AI候選,GitHub Actions background v2.15.4,⏳ 到價等確認 → 👀 前兆出現
2026-06-23_2327,2026-06-23,22:05:52,2327,國巨*,動能股 / 先看資金,⏳ 到價等確認,嚴格小量等待確認,弱勢/回撤,盤中背景暫估,背景追蹤中,2026-06-23 22:05:52,1070.0,1020.0,-4.67,-4.67,0,-4.67,0,-4.67,45.8,20.0,65.0,38.1,0,40.7,1020.00,1004.70,1085.00,1038.36,1.5,盤後AI候選,GitHub Actions background v2.15.4,⏳ 到價等確認 → ⚪ 候選 / 觀察
2026-06-23_2408,2026-06-23,22:05:52,2408,南亞科,動能股 / 先看資金,⏳ 到價等確認,嚴格小量等待確認,弱勢/回撤,盤中背景暫估,背景追蹤中,2026-06-23 22:05:52,459.5,454.5,-1.09,-1.09,9.9,-1.09,9.9,-1.09,66.5,40.0,65.0,23.0,0,37.4,454.50,447.68,500.00,462.68,1.5,盤後AI候選,GitHub Actions background v2.15.4,⏳ 到價等確認 → 🔴 接近漲停 / 不追
2026-06-23_2344,2026-06-23,22:05:52,2344,華邦電,動能股 / 先看資金,⚪ 候選 / 觀察,觀察,弱勢/回撤,盤中背景暫估,背景追蹤中,2026-06-23 22:05:52,218.5,211.5,-3.2,-3.2,1.6,-3.2,1.6,-3.2,59.5,20.0,55.0,36.1,0,37.8,208.33,205.21,222.00,215.31,2.97,盤後AI候選,GitHub Actions background v2.15.4,⏳ 到價等確認 → ⚪ 候選 / 觀察
2026-06-23_2454,2026-06-23,22:05:52,2454,聯發科,中大型資金股,⚪ 候選 / 觀察,觀察,追蹤中,盤中背景暫估,背景追蹤中,2026-06-23 22:05:52,4390.0,4535.0,3.3,3.3,3.3,0,3.3,0,40.2,20.0,61.9,61.3,12.6,49.6,4515.00,4447.27,4785.00,4616.63,1.93,盤後AI候選,GitHub Actions background v2.15.4,⏳ 到價等確認 → ⚪ 候選 / 觀察
2026-06-23_3481,2026-06-23,22:05:52,3481,群創,動能股 / 先看資金,⚪ 候選 / 觀察,觀察,追蹤中,盤中背景暫估,背景追蹤中,2026-06-23 22:05:52,64.4,66.0,2.48,2.48,2.48,0,2.48,0,51.8,40.0,55.0,55,0,43.7,65.01,64.03,70.10,67.19,2.98,盤後AI候選,GitHub Actions background v2.15.4,⏳ 到價等確認 → ⚪ 候選 / 觀察
2026-06-23_2303,2026-06-23,22:05:52,2303,聯電,動能股 / 先看資金,🔴 已過熱 / 等回測,不可追,有效/上漲,盤中背景暫估,背景追蹤中,2026-06-23 22:05:52,145.5,170.0,16.84,16.84,16.84,0,16.84,0,61.5,30.0,42.5,88.0,50.0,61.8,167.50,164.99,176.00,173.06,2.95,盤後AI候選,GitHub Actions background v2.15.4,⏳ 到價等確認 → 🔴 接近漲停 / 不追 → 🔴 已過熱 / 等回測
2026-06-23_2492,2026-06-23,22:05:52,2492,華新科,動能股 / 先看資金,⚪ 候選 / 觀察,觀察,弱勢/回撤,盤中背景暫估,背景追蹤中,2026-06-23 22:05:52,601.0,577.0,-3.99,-3.99,2.66,-3.99,2.66,-3.99,77.0,40.0,55.0,37.1,0,39.9,570.00,561.45,645.00,587.39,2.69,盤後AI候選,GitHub Actions background v2.15.4,🔴 已過熱 / 等回測 → 🔴 接近漲停 / 不追 → ⚪ 候選 / 觀察
2026-06-23_4958,2026-06-23,22:05:52,4958,臻鼎-KY,動能股 / 先看資金,⏳ 到價等確認,嚴格小量等待確認,弱勢/回撤,盤中背景暫估,背景追蹤中,2026-06-23 22:05:52,642.0,587.0,-8.57,-8.57,0,-8.57,0,-8.57,37.5,20.0,65.0,32.5,0,37.9,582.00,573.27,622.00,597.57,2.34,盤後AI候選,GitHub Actions background v2.15.4,⏳ 到價等確認
2026-06-23_2308,2026-06-23,22:05:52,2308,台達電,中大型資金股,⏳ 到價等確認,嚴格小量等待確認,弱勢/回撤,盤中背景暫估,背景追蹤中,2026-06-23 22:05:52,2150.0,2080.0,-3.26,-3.26,0,-3.26,0,-3.26,21.0,20.0,65.0,42.0,0,39.5,2080.00,2048.80,2170.00,2117.44,1.5,盤後AI候選,GitHub Actions background v2.15.4,⏳ 到價等確認
2026-06-23_3443,2026-06-23,22:05:52,3443,創意,動能股 / 先看資金,⚪ 候選 / 觀察,觀察,追蹤中,盤中背景暫估,背景追蹤中,2026-06-23 22:05:52,4860.0,4725.0,-2.78,-2.78,0,-2.78,0,-2.78,37.5,20.0,55.0,42.5,0,37.9,4654.12,4584.31,4980.00,4810.05,2.98,盤後AI候選,GitHub Actions background v2.15.4,⏳ 到價等確認 → ⚪ 候選 / 觀察
2026-06-23_2409,2026-06-23,22:05:52,2409,友達,動能股 / 先看資金,⏳ 到價等確認,嚴格小量等待確認,弱勢/回撤,盤中背景暫估,背景追蹤中,2026-06-23 22:05:52,28.15,29.05,3.2,3.2,9.95,0,9.95,0,64.8,40.0,65.0,38.4,0,42.7,29.00,28.57,33.00,29.57,1.65,盤後AI候選,GitHub Actions background v2.15.4,⏳ 到價等確認 → 🔴 接近漲停 / 不追
2026-06-23_6239,2026-06-23,22:05:52,6239,力成,動能股 / 先看資金,⚪ 候選 / 觀察,觀察,弱勢/回撤,盤中背景暫估,背景追蹤中,2026-06-23 22:05:52,363.5,344.0,-5.36,-5.36,0.69,-5.36,0.69,-5.36,50.5,30.0,55.0,31.0,0,35.1,338.84,333.76,366.50,350.19,2.98,盤後AI候選,GitHub Actions background v2.15.4,⏳ 到價等確認 → ⚪ 候選 / 觀察
2026-06-23_3711,2026-06-23,22:05:52,3711,日月光投控,動能股 / 先看資金,⏳ 到價等確認,嚴格小量等待確認,追蹤中,盤中背景暫估,背景追蹤中,2026-06-23 22:05:52,613.0,662.0,7.99,7.99,9.95,0,9.95,0,74.0,30.0,65.0,55.9,0,49.7,662.00,652.07,700.00,673.92,1.5,盤後AI候選,GitHub Actions background v2.15.4,⏳ 到價等確認 → 🔴 接近漲停 / 不追
2026-06-23_2337,2026-06-23,22:05:52,2337,旺宏,動能股 / 先看資金,⚪ 候選 / 觀察,觀察,弱勢/回撤,盤中背景暫估,背景追蹤中,2026-06-23 22:05:52,169.0,172.0,1.78,1.78,9.76,0,9.76,0,75.8,20.0,55.0,33.9,0,38.7,169.42,166.88,192.00,175.10,2.98,盤後AI候選,GitHub Actions background v2.15.4,⏳ 到價等確認 → 🔴 接近漲停 / 不追 → ⚪ 候選 / 觀察
2026-06-23_3037,2026-06-23,22:05:52,3037,欣興,動能股 / 先看資金,⏳ 到價等確認,嚴格小量等待確認,弱勢/回撤,盤中背景暫估,背景追蹤中,2026-06-23 22:05:52,968.0,974.0,0.62,0.62,3.82,0,3.82,0,50.5,30.0,65.0,42.7,0,42.7,974.00,959.39,1075.00,991.53,1.5,盤後AI候選,GitHub Actions background v2.15.4,⏳ 到價等確認 → 👀 前兆出現
2026-06-23_3189,2026-06-23,22:05:52,3189,景碩,動能股 / 先看資金,⏳ 到價等確認,嚴格小量等待確認,弱勢/回撤,盤中背景暫估,背景追蹤中,2026-06-23 22:05:52,724.0,727.0,0.41,0.41,9.94,0,9.94,0,70.2,20.0,65.0,28.3,0,39.7,727.00,716.10,788.00,740.09,1.5,盤後AI候選,GitHub Actions background v2.15.4,⏳ 到價等確認 → 🔴 接近漲停 / 不追
2026-06-23_1303,2026-06-23,22:05:52,1303,南亞,動能股 / 先看資金,⚪ 候選 / 觀察,觀察,追蹤中,盤中背景暫估,背景追蹤中,2026-06-23 22:05:52,139.0,154.5,11.15,11.15,11.15,0,11.15,0,57.5,40.0,62.4,60.2,10.5,50.8,153.00,150.70,165.00,157.28,2.46,盤後AI候選,GitHub Actions background v2.15.4,⏳ 到價等確認 → 🔴 接近漲停 / 不追 → ⚪ 候選 / 觀察
2026-06-23_2317,2026-06-23,22:05:52,2317,鴻海,中大型資金股,⏳ 到價等確認,嚴格小量等待確認,弱勢/回撤,盤中背景暫估,背景追蹤中,2026-06-23 22:05:52,268.5,259.5,-3.35,-3.35,0,-3.35,0,-3.35,29.2,20.0,65.0,41.6,0,40.2,259.00,255.12,270.50,264.17,1.69,盤後AI候選,GitHub Actions background v2.15.4,⏳ 到價等確認
2026-06-23_6770,2026-06-23,22:05:52,6770,力積電,動能股 / 先看資金,⏳ 到價等確認,嚴格小量等待確認,弱勢/回撤,盤中背景暫估,背景追蹤中,2026-06-23 22:05:52,74.2,78.6,5.93,5.93,9.97,0,9.97,0,54.0,20.0,65.0,40.3,0,42.2,78.30,77.13,86.10,80.01,1.87,盤後AI候選,GitHub Actions background v2.15.4,⏳ 到價等確認 → 🔴 接近漲停 / 不追
2026-06-23_2449,2026-06-23,22:05:52,2449,京元電子,動能股 / 先看資金,⚪ 候選 / 觀察,觀察,弱勢/回撤,盤中背景暫估,背景追蹤中,2026-06-23 22:05:52,324.5,329.5,1.54,1.54,4.47,0,4.47,0,76.2,20.0,55.0,51.8,0,45.0,325.00,320.12,353.50,335.43,2.85,盤後AI候選,GitHub Actions background v2.15.4,⚪ 候選 / 觀察 → 🔴 接近漲停 / 不追
2026-06-23_8046,2026-06-23,22:05:52,8046,南電,動能股 / 先看資金,⚪ 候選 / 觀察,觀察,有效/上漲,盤中背景暫估,背景追蹤中,2026-06-23 22:05:52,874.0,909.0,4.0,4.0,4.0,-1.14,4.0,-1.14,29.2,20.0,44.6,75.8,41.7,53.4,895.37,881.94,945.00,925.36,2.98,盤後AI候選,GitHub Actions background v2.15.4,⏳ 到價等確認 → ⚪ 候選 / 觀察
2026-06-23_3008,2026-06-23,22:05:52,3008,大立光,動能股 / 先看資金,⏳ 到價等確認,嚴格小量等待確認,弱勢/回撤,盤中背景暫估,背景追蹤中,2026-06-23 22:05:52,5195.0,5000.0,-3.75,-3.75,0,-3.75,0,-3.75,45.8,20.0,65.0,30.7,0,38.1,4965.00,4890.52,5185.00,5090.00,2.19,盤後AI候選,GitHub Actions background v2.15.4,⏳ 到價等確認
2026-06-23_3665,2026-06-23,22:05:52,3665,貿聯-KY,動能股 / 先看資金,⚪ 候選 / 觀察,觀察,追蹤中,盤中背景暫估,背景追蹤中,2026-06-23 22:05:52,2045.0,2000.0,-2.2,-2.2,0,-2.69,0,-2.69,23.8,20.0,64.0,47.0,4.0,42.0,1980.00,1950.30,2025.00,2036.00,2.49,盤後AI候選,GitHub Actions background v2.15.4,⏳ 到價等確認 → ⚪ 候選 / 觀察
2026-06-23_2455,2026-06-23,03:58:16,2455,全新,動能股 / 先看資金,⚪ 候選 / 觀察,觀察,追蹤中,盤中背景暫估,背景追蹤中,2026-06-23 03:58:16,416.0,409.5,-1.56,-1.56,0,-1.56,0,-1.56,47.8,30.0,55.0,48.8,0,41.1,403.36,397.31,412.78,416.87,2.98,盤後AI候選,GitHub Actions background v2.15.4,⏳ 到價等確認 → ⚪ 候選 / 觀察
2026-06-23_2383,2026-06-23,22:05:52,2383,台光電,動能股 / 先看資金,⚪ 候選 / 觀察,觀察,弱勢/回撤,盤中背景暫估,背景追蹤中,2026-06-23 22:05:52,5600.0,5700.0,1.79,1.79,4.02,0,4.02,0,50.0,30.0,55.0,36.4,0,37.0,5614.50,5530.28,5745.60,5802.60,2.98,上市成交金額排行,GitHub Actions background v2.15.4,⏳ 到價等確認 → ⚪ 候選 / 觀察
2026-06-23_2345,2026-06-23,22:05:52,2345,智邦,動能股 / 先看資金,⏳ 到價等確認,嚴格小量等待確認,弱勢/回撤,盤中背景暫估,背景追蹤中,2026-06-23 22:05:52,2435.0,2435.0,0.0,0.0,6.57,0,6.57,0,50.0,30.0,65.0,30.3,0,38.4,2435.00,2398.47,2720.00,2478.83,1.5,上市成交金額排行,GitHub Actions background v2.15.4,⏳ 到價等確認 → 🔴 已過熱 / 等回測
2026-06-23_3661,2026-06-23,22:05:52,3661,世芯-KY,動能股 / 先看資金,⚪ 候選 / 觀察,觀察,追蹤中,盤中背景暫估,背景追蹤中,2026-06-23 22:05:52,4380.0,4375.0,-0.11,-0.11,0,-1.26,0,-1.26,50.0,30.0,52.7,59.6,9.3,46.2,4309.38,4244.74,4525.00,4453.75,2.98,上市成交金額排行,GitHub Actions background v2.15.4,⏳ 到價等確認 → ⚪ 候選 / 觀察
2026-06-23_7769,2026-06-23,22:05:52,7769,鴻勁,動能股 / 先看資金,⏳ 到價等確認,嚴格小量等待確認,追蹤中,盤中背景暫估,背景追蹤中,2026-06-23 22:05:52,6975.0,6810.0,-2.37,-2.37,0,-2.37,0,-2.37,50.0,30.0,65.0,38.9,0,41.4,6810.00,6707.85,7000.00,6932.58,1.5,上市成交金額排行,GitHub Actions background v2.15.4,⏳ 到價等確認 → ⚪ 候選 / 觀察
2026-06-23_1301,2026-06-23,22:05:52,1301,台塑,動能股 / 先看資金,⏳ 到價等確認,嚴格小量等待確認,弱勢/回撤,盤中背景暫估,背景追蹤中,2026-06-23 22:05:52,51.7,49.55,-4.16,-4.16,1.35,-4.16,1.35,-4.16,50.0,30.0,65.0,33.2,0,39.4,49.25,48.51,53.20,50.44,2.1,上市成交金額排行,GitHub Actions background v2.15.4,⏳ 到價等確認 → ⚪ 候選 / 觀察
2026-06-23_8996,2026-06-23,22:05:52,8996,高力,動能股 / 先看資金,⚪ 候選 / 觀察,觀察,弱勢/回撤,盤中背景暫估,背景追蹤中,2026-06-23 22:05:52,1590.0,1450.0,-8.81,-8.81,0,-8.81,0,-8.81,50.0,30.0,55.0,28.0,0,34.0,1428.25,1406.83,1510.00,1476.10,2.98,上市成交金額排行,GitHub Actions background v2.15.4,⏳ 到價等確認 → ⚪ 候選 / 觀察
2026-06-23_6669,2026-06-23,22:05:52,6669,緯穎,動能股 / 先看資金,⏳ 到價等確認,嚴格小量等待確認,弱勢/回撤,盤中背景暫估,背景追蹤中,2026-06-23 22:05:52,4985.0,4675.0,-6.22,-6.22,0,-6.22,0,-6.22,50.0,30.0,65.0,30.2,0,38.3,4675.00,4604.88,4930.00,4759.15,1.5,備援池,GitHub Actions background v2.15.4,⏳ 到價等確認
2026-06-23_1802,2026-06-23,22:05:52,1802,台玻,動能股 / 先看資金,⏳ 到價等確認,嚴格小量等待確認,弱勢/回撤,盤中背景暫估,背景追蹤中,2026-06-23 22:05:52,71.3,69.9,-1.96,-1.96,7.43,-1.96,7.43,-1.96,50.0,30.0,65.0,20.0,0,34.8,69.10,68.06,77.30,71.16,2.63,上市成交金額排行,GitHub Actions background v2.15.4,⏳ 到價等確認 → 🔴 已過熱 / 等回測
2026-06-23_3450,2026-06-23,22:05:52,3450,聯鈞,動能股 / 先看資金,🔴 接近漲停 / 不追,不可追,接近漲停/大漲,盤中背景暫估,背景追蹤中,2026-06-23 22:05:52,565.0,612.0,8.32,8.32,8.32,-1.42,8.32,-1.42,50.0,30.0,35.3,94.5,100,70.4,602.82,593.78,616.90,623.02,2.98,上市成交金額排行,GitHub Actions background v2.15.4,⏳ 到價等確認 → ⚪ 候選 / 觀察 → 🔴 接近漲停 / 不追
2026-06-23_2478,2026-06-23,03:58:16,2478,大毅,動能股 / 先看資金,⚪ 候選 / 觀察,觀察,追蹤中,盤中背景暫估,背景追蹤中,2026-06-23 03:58:16,234.0,235.5,0.64,0.64,0.64,0,0.64,0,50.0,30.0,53.7,57.6,5.1,45.0,231.97,228.49,237.38,239.74,2.98,上市成交金額排行,GitHub Actions background v2.15.4,⏳ 到價等確認 → ⚪ 候選 / 觀察
2026-06-23_0050,2026-06-23,22:05:52,0050,元大台灣50,ETF / 市場動能,⏳ 到價等確認,嚴格小量等待確認,追蹤中,盤中背景暫估,背景追蹤中,2026-06-23 22:05:52,107.3,110.1,2.61,2.61,3.59,0,3.59,0,50.0,30.0,65.0,51.2,0,45.7,110.05,108.40,112.30,112.08,1.54,上市成交金額排行,GitHub Actions background v2.15.4,⏳ 到價等確認 → 👀 前兆出現
2026-06-23_3653,2026-06-23,22:05:52,3653,健策,動能股 / 先看資金,⏳ 到價等確認,嚴格小量等待確認,追蹤中,盤中背景暫估,背景追蹤中,2026-06-23 22:05:52,3965.0,3840.0,-3.15,-3.15,0,-3.15,0,-3.15,50.0,30.0,65.0,45,0,43.5,3800.00,3743.00,3965.00,3909.12,2.53,上市成交金額排行,GitHub Actions background v2.15.4,⏳ 到價等確認
2026-06-23_3017,2026-06-23,22:05:52,3017,奇鋐,動能股 / 先看資金,⚪ 候選 / 觀察,觀察,追蹤中,盤中背景暫估,背景追蹤中,2026-06-23 22:05:52,2400.0,2425.0,1.04,1.04,1.04,0,1.04,0,50.0,30.0,64.6,55.8,1.7,47.5,2400.00,2364.00,2475.00,2468.65,2.52,上市成交金額排行,GitHub Actions background v2.15.4,⏳ 到價等確認 → ⚪ 候選 / 觀察
2026-06-23_3090,2026-06-23,22:05:52,3090,日電貿,動能股 / 先看資金,⏳ 到價等確認,嚴格小量等待確認,弱勢/回撤,盤中背景暫估,背景追蹤中,2026-06-23 22:05:52,349.0,302.5,-13.32,-13.32,0,-13.32,0,-13.32,50.0,30.0,65.0,15.6,0,33.2,302.50,297.96,321.00,307.94,1.5,上市成交金額排行,GitHub Actions background v2.15.4,⚪ 候選 / 觀察 → ⏳ 到價等確認
2026-06-23_8150,2026-06-23,22:05:52,8150,南茂,動能股 / 先看資金,⚪ 候選 / 觀察,觀察,弱勢/回撤,盤中背景暫估,背景追蹤中,2026-06-23 22:05:52,111.5,106.5,-4.48,-4.48,2.24,-4.48,2.24,-4.48,50.0,30.0,55.0,28.7,0,34.3,104.90,103.33,112.00,108.42,2.98,上市成交金額排行,GitHub Actions background v2.15.4,🔴 已過熱 / 等回測 → 🔴 接近漲停 / 不追 → ⚪ 候選 / 觀察
2026-06-23_2002,2026-06-23,22:05:52,2002,中鋼,動能股 / 先看資金,⏳ 到價等確認,嚴格小量等待確認,追蹤中,盤中背景暫估,背景追蹤中,2026-06-23 22:05:52,19.1,19.2,0.52,0.52,2.09,0,2.09,0,50.0,30.0,65.0,48.8,0,44.8,19.15,18.86,19.95,19.55,1.77,上市成交金額排行,GitHub Actions background v2.15.4,⏳ 到價等確認 → ⚪ 候選 / 觀察
2026-06-23_3231,2026-06-23,22:05:52,3231,緯創,動能股 / 先看資金,⏳ 到價等確認,嚴格小量等待確認,弱勢/回撤,盤中背景暫估,背景追蹤中,2026-06-23 22:05:52,161.5,158.5,-1.86,-1.86,0.62,-1.86,0.62,-1.86,50.0,30.0,65.0,45.2,0,43.6,158.00,155.63,163.50,161.35,1.81,備援池,GitHub Actions background v2.15.4,⏳ 到價等確認 → ⚪ 候選 / 觀察
2026-06-23_2472,2026-06-23,22:05:52,2472,立隆電,動能股 / 先看資金,⏳ 到價等確認,嚴格小量等待確認,弱勢/回撤,盤中背景暫估,背景追蹤中,2026-06-23 22:05:52,412.5,363.0,-12.0,-12.0,0,-12.0,0,-12.0,50.0,30.0,65.0,24.0,0,36.1,360.50,355.09,395.00,369.53,2.18,上市成交金額排行,GitHub Actions background v2.15.4,⚪ 候選 / 觀察 → ⏳ 到價等確認
2026-06-23_3042,2026-06-23,22:05:52,3042,晶技,動能股 / 先看資金,⏳ 到價等確認,嚴格小量等待確認,弱勢/回撤,盤中背景暫估,背景追蹤中,2026-06-23 22:05:52,205.5,190.5,-7.3,-7.3,0,-7.3,0,-7.3,50.0,30.0,65.0,39.8,0,41.7,190.00,187.15,202.00,193.93,1.76,上市成交金額排行,GitHub Actions background v2.15.4,⏳ 到價等確認 → ⚪ 候選 / 觀察
2026-06-23_6116,2026-06-23,22:05:52,6116,彩晶,動能股 / 先看資金,⏳ 到價等確認,嚴格小量等待確認,弱勢/回撤,盤中背景暫估,背景追蹤中,2026-06-23 22:05:52,18.8,19.0,1.06,1.06,6.12,0,6.12,0,50.0,30.0,65.0,36.0,0,40.3,18.80,18.52,20.80,19.34,2.53,上市成交金額排行,GitHub Actions background v2.15.4,⏳ 到價等確認 → 🔴 已過熱 / 等回測
2026-06-23_2881,2026-06-23,22:05:52,2881,富邦金,中大型資金股,⏳ 到價等確認,嚴格小量等待確認,追蹤中,盤中背景暫估,背景追蹤中,2026-06-23 22:05:52,138.0,137.5,-0.36,-0.36,0.36,-0.36,0.36,-0.36,50.0,30.0,65.0,52.1,0,46.0,137.00,134.94,141.00,139.97,1.86,上市成交金額排行,GitHub Actions background v2.15.4,⏳ 到價等確認 → ⚪ 候選 / 觀察
2026-06-23_2357,2026-06-23,22:05:52,2357,華碩,動能股 / 先看資金,⏳ 到價等確認,嚴格小量等待確認,追蹤中,盤中背景暫估,背景追蹤中,2026-06-23 22:05:52,789.0,785.0,-0.51,-0.51,0,-0.51,0,-0.51,50.0,30.0,65.0,53.5,0,46.5,783.00,771.25,819.00,799.13,1.75,上市成交金額排行,GitHub Actions background v2.15.4,⏳ 到價等確認
2026-06-23_6213,2026-06-23,22:05:52,6213,聯茂,動能股 / 先看資金,⏳ 到價等確認,嚴格小量等待確認,弱勢/回撤,盤中背景暫估,背景追蹤中,2026-06-23 22:05:52,303.0,281.0,-7.26,-7.26,1.65,-7.26,1.65,-7.26,50.0,30.0,65.0,19.9,0,34.7,281.00,276.78,312.00,286.06,1.5,上市成交金額排行,GitHub Actions background v2.15.4,🔴 已過熱 / 等回測 → 🔴 接近漲停 / 不追 → ⏳ 到價等確認
2026-06-23_2890,2026-06-23,22:05:52,2890,永豐金,動能股 / 先看資金,⚪ 候選 / 觀察,觀察,追蹤中,盤中背景暫估,背景追蹤中,2026-06-23 22:05:52,39.8,39.8,0.0,0.0,0,0,0,0,50.0,30.0,55.0,55,0,43.5,39.20,38.61,40.30,40.52,2.99,上市成交金額排行,GitHub Actions background v2.15.4,⏳ 到價等確認 → ⚪ 候選 / 觀察
